Project ID,Project Name,Project Start Date,Building ID,Number,Street,Borough,Postcode,BBL,BIN,Community Board,Council District,Census Tract,NTA - Neighborhood Tabulation Area,Latitude,Longitude,Latitude (Internal),Longitude (Internal),Building Completion Date,Reporting Construction Type,Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,1-BR Units,2-BR Units,3-BR Units,4-BR Units,5-BR Units,6-BR+ Units,Unknown-BR Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units,Program Group,Project Completion Date,Extended Affordability Status,Planned Tax Benefit,subject_to_ll44,Financing Type
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930551,3452,CORSA AVENUE,Bronx,10469,2047220012,2117002,BX-12,12,386,BX1202,40.87759,-73.847745,40.877941,-73.847437,,Preservation,Yes,Non Prevailing Wage,,,12.0,2.0,,,1.0,9.0,4.0,,,,,,14.0,,14.0,14,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930556,3476,CORSA AVENUE,Bronx,10469,2047220012,2117003,BX-12,12,386,BX1202,40.877848,-73.847885,40.877941,-73.847437,,Preservation,Yes,Non Prevailing Wage,,,8.0,2.0,,,2.0,,8.0,,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930557,3478,CORSA AVENUE,Bronx,10469,2047220012,2117004,BX-12,12,386,BX1202,40.87787,-73.847896,40.877941,-73.847437,,Preservation,Yes,Non Prevailing Wage,,,11.0,3.0,,,2.0,9.0,3.0,,,,,,14.0,,14.0,14,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930558,3448,CORSA AVENUE,Bronx,10469,2047220012,2117000,BX-12,12,386,BX1202,40.877549,-73.847723,40.877941,-73.847437,,Preservation,Yes,Non Prevailing Wage,,1.0,7.0,2.0,,,2.0,8.0,,,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930559,3480,CORSA AVENUE,Bronx,10469,2047220012,2117005,BX-12,12,386,BX1202,40.877892,-73.847907,40.877941,-73.847437,,Preservation,Yes,Non Prevailing Wage,,,10.0,,,,1.0,1.0,8.0,,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930560,3482,CORSA AVENUE,Bronx,10469,2047220012,2117006,BX-12,12,386,BX1202,40.877911,-73.847918,40.877941,-73.847437,,Preservation,Yes,Non Prevailing Wage,,,9.0,5.0,,,1.0,12.0,1.0,,,,,,14.0,,14.0,14,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930561,3484,CORSA AVENUE,Bronx,10469,2047220012,2117007,BX-12,12,386,BX1202,40.877933,-73.847928,40.877941,-73.847437,,Preservation,Yes,Non Prevailing Wage,,,11.0,3.0,,,4.0,3.0,4.0,3.0,,,,,14.0,,14.0,14,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930562,3486,CORSA AVENUE,Bronx,10469,2047220012,2117008,BX-12,12,386,BX1202,40.877955,-73.847943,40.877941,-73.847437,,Preservation,Yes,Non Prevailing Wage,,,9.0,1.0,,,2.0,4.0,4.0,,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930563,3457,EASTCHESTER ROAD,Bronx,10469,2047220012,2117009,BX-12,12,386,BX1202,40.877957,-73.84688,40.877941,-73.847437,,Preservation,Yes,Non Prevailing Wage,,3.0,24.0,11.0,,,11.0,15.0,12.0,,,,,,38.0,,38.0,38,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930564,3459,EASTCHESTER ROAD,Bronx,10469,2047220012,2117010,BX-12,12,386,BX1202,40.877979,-73.846894,40.877941,-73.847437,,Preservation,Yes,Non Prevailing Wage,,1.0,35.0,3.0,,,12.0,2.0,25.0,,,,,,39.0,,39.0,39,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930566,3463,EASTCHESTER ROAD,Bronx,10469,2047220012,2117011,BX-12,12,386,BX1202,40.878025,-73.846919,40.877941,-73.847437,,Preservation,Yes,Non Prevailing Wage,,,33.0,6.0,,,12.0,2.0,25.0,,,,,,39.0,,39.0,39,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930567,3485,EASTCHESTER ROAD,Bronx,10469,2047220012,2117013,BX-12,12,386,BX1202,40.878275,-73.847056,40.877941,-73.847437,,Preservation,Yes,Non Prevailing Wage,,,8.0,2.0,,,2.0,8.0,,,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930614,3481,FENTON AVENUE,Bronx,10469,2047200001,2117033,BX-12,12,386,BX1202,40.877888,-73.848966,40.877534,-73.84926,,Preservation,Yes,Non Prevailing Wage,,,8.0,2.0,,,2.0,4.0,4.0,,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930615,3485,FENTON AVENUE,Bronx,10469,2047200001,2117034,BX-12,12,386,BX1202,40.877946,-73.848999,40.877534,-73.84926,,Preservation,Yes,Non Prevailing Wage,,1.0,8.0,1.0,,,2.0,4.0,4.0,,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930616,3491,FENTON AVENUE,Bronx,10469,2047200001,2117035,BX-12,12,386,BX1202,40.878034,-73.849045,40.877534,-73.84926,,Preservation,Yes,Non Prevailing Wage,,1.0,6.0,3.0,,,1.0,,5.0,4.0,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930617,3495,FENTON AVENUE,Bronx,10469,2047200001,2117036,BX-12,12,386,BX1202,40.878427,-73.849301,40.877534,-73.84926,,Preservation,Yes,Non Prevailing Wage,,,9.0,1.0,,,,2.0,8.0,,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930627,3472,SEYMOUR AVENUE,Bronx,10469,2047200001,2117039,BX-12,12,386,BX1202,40.87756,-73.849773,40.877534,-73.84926,,Preservation,Yes,Non Prevailing Wage,,1.0,10.0,1.0,,,,8.0,4.0,,,,,,12.0,,12.0,12,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930631,3474,SEYMOUR AVENUE,Bronx,10469,2047200001,2117040,BX-12,12,386,BX1202,40.87759,-73.849791,40.877534,-73.84926,,Preservation,Yes,Non Prevailing Wage,,,7.0,1.0,,,,,8.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930636,3476,SEYMOUR AVENUE,Bronx,10469,2047200001,2117041,BX-12,12,386,BX1202,40.87762,-73.849806,40.877534,-73.84926,,Preservation,Yes,Non Prevailing Wage,,,9.0,3.0,,,,12.0,,,,,,,12.0,,12.0,12,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930639,3480,SEYMOUR AVENUE,Bronx,10469,2047200001,2117042,BX-12,12,386,BX1202,40.877681,-73.849838,40.877534,-73.84926,,Preservation,Yes,Non Prevailing Wage,,3.0,5.0,,,,,,8.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930641,3484,SEYMOUR AVENUE,Bronx,10469,2047200001,2117043,BX-12,12,386,BX1202,40.877738,-73.849871,40.877534,-73.84926,,Preservation,Yes,Non Prevailing Wage,,,5.0,5.0,,,1.0,9.0,,,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930642,3488,SEYMOUR AVENUE,Bronx,10469,2047200001,2117044,BX-12,12,386,BX1202,40.877799,-73.849903,40.877534,-73.84926,,Preservation,Yes,Non Prevailing Wage,,1.0,6.0,3.0,,,2.0,4.0,4.0,,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930643,3494,SEYMOUR AVENUE,Bronx,10469,2047200001,2117045,BX-12,12,386,BX1202,40.877889,-73.849953,40.877534,-73.84926,,Preservation,Yes,Non Prevailing Wage,,,11.0,3.0,,,,9.0,5.0,,,,,,14.0,,14.0,14,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930740,3439,FISH AVENUE,Bronx,10469,2047120001,2117074,BX-12,12,386,BX1202,40.876723,-73.850332,40.876848,-73.851015,,Preservation,Yes,Non Prevailing Wage,,1.0,12.0,5.0,,,5.0,6.0,7.0,,,,,,18.0,,18.0,18,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930742,3441,FISH AVENUE,Bronx,10469,2047120001,2117075,BX-12,12,386,BX1202,40.876751,-73.850347,40.876848,-73.851015,,Preservation,Yes,Non Prevailing Wage,,,16.0,2.0,,,,13.0,5.0,,,,,,18.0,,18.0,18,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930744,3445,FISH AVENUE,Bronx,10469,2047120001,2117076,BX-12,12,386,BX1202,40.876809,-73.850375,40.876848,-73.851015,,Preservation,Yes,Non Prevailing Wage,,1.0,9.0,,,,2.0,,8.0,,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930745,3449,FISH AVENUE,Bronx,10469,2047120001,2117077,BX-12,12,386,BX1202,40.876866,-73.850404,40.876848,-73.851015,,Preservation,Yes,Non Prevailing Wage,,,9.0,1.0,,,1.0,1.0,8.0,,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930757,3461,FISH AVENUE,Bronx,10469,2047120001,2117079,BX-12,12,386,BX1202,40.877039,-73.850494,40.876848,-73.851015,,Preservation,Yes,Non Prevailing Wage,,,11.0,3.0,,,2.0,8.0,4.0,,,,,,14.0,,14.0,14,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930767,3463,FISH AVENUE,Bronx,10469,2047120001,2117080,BX-12,12,386,BX1202,40.877069,-73.850509,40.876848,-73.851015,,Preservation,Yes,Non Prevailing Wage,,,9.0,,,,1.0,2.0,6.0,,,,,,9.0,,9.0,9,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930768,3465,FISH AVENUE,Bronx,10469,2047120001,2117081,BX-12,12,386,BX1202,40.877097,-73.850523,40.876848,-73.851015,,Preservation,Yes,Non Prevailing Wage,,,8.0,1.0,,,1.0,1.0,7.0,,,,,,9.0,,9.0,9,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930770,3467,FISH AVENUE,Bronx,10469,2047120001,2117082,BX-12,12,386,BX1202,40.877127,-73.850537,40.876848,-73.851015,,Preservation,Yes,Non Prevailing Wage,,,10.0,2.0,,,,8.0,4.0,,,,,,12.0,,12.0,12,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930771,3475,FISH AVENUE,Bronx,10469,2047120001,2117083,BX-12,12,386,BX1202,40.877242,-73.850599,40.876848,-73.851015,,Preservation,Yes,Non Prevailing Wage,,,10.0,,,,1.0,1.0,4.0,4.0,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930772,3481,FISH AVENUE,Bronx,10469,2047120001,2117084,BX-12,12,386,BX1202,40.877328,-73.850642,40.876848,-73.851015,,Preservation,Yes,Non Prevailing Wage,,1.0,9.0,,,,2.0,,8.0,,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930773,3485,FISH AVENUE,Bronx,10469,2047120001,2117085,BX-12,12,386,BX1202,40.877385,-73.850671,40.876848,-73.851015,,Preservation,Yes,Non Prevailing Wage,,,8.0,2.0,,,1.0,1.0,4.0,4.0,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930775,1314,HICKS STREET,Bronx,10469,2047120001,2117086,BX-12,12,386,BX1202,40.877502,-73.851683,40.876848,-73.851015,,Preservation,Yes,Non Prevailing Wage,,,10.0,,,,1.0,1.0,8.0,,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930778,1320,HICKS STREET,Bronx,10469,2047120001,2117087,BX-12,12,386,BX1202,40.877554,-73.851581,40.876848,-73.851015,,Preservation,Yes,Non Prevailing Wage,,,12.0,7.0,,,,2.0,8.0,9.0,,,,,19.0,,19.0,19,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930781,1322,HICKS STREET,Bronx,10469,2047120001,2117088,BX-12,12,386,BX1202,40.877573,-73.851545,40.876848,-73.851015,,Preservation,Yes,Non Prevailing Wage,,1.0,8.0,1.0,,,,2.0,4.0,4.0,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930807,1328,HICKS STREET,Bronx,10469,2047120001,2117089,BX-12,12,386,BX1202,40.877625,-73.85144,40.876848,-73.851015,,Preservation,Yes,Non Prevailing Wage,,2.0,10.0,2.0,,,2.0,,12.0,,,,,,14.0,,14.0,14,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930816,3442,WILSON AVENUE,Bronx,10469,2047120001,2117091,BX-12,12,386,BX1202,40.876049,-73.851089,40.876848,-73.851015,,Preservation,Yes,Non Prevailing Wage,,,11.0,1.0,1.0,,,8.0,5.0,,,,,,13.0,,13.0,13,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930819,3448,WILSON AVENUE,Bronx,10469,2047120001,2117092,BX-12,12,386,BX1202,40.876145,-73.851165,40.876848,-73.851015,,Preservation,Yes,Non Prevailing Wage,,2.0,11.0,1.0,,,1.0,9.0,4.0,,,,,,14.0,,14.0,14,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930820,3454,WILSON AVENUE,Bronx,10469,2047120001,2117093,BX-12,12,386,BX1202,40.876244,-73.851241,40.876848,-73.851015,,Preservation,Yes,Non Prevailing Wage,,3.0,6.0,1.0,,,1.0,1.0,8.0,,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930822,3460,WILSON AVENUE,Bronx,10469,2047120001,2117094,BX-12,12,386,BX1202,40.87634,-73.851317,40.876848,-73.851015,,Preservation,Yes,Non Prevailing Wage,,2.0,5.0,3.0,,,2.0,,8.0,,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930827,3464,WILSON AVENUE,Bronx,10469,2047120001,2117095,BX-12,12,386,BX1202,40.876404,-73.851367,40.876848,-73.851015,,Preservation,Yes,Non Prevailing Wage,,3.0,10.0,2.0,,,,2.0,13.0,,,,,,15.0,,15.0,15,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930828,3468,WILSON AVENUE,Bronx,10469,2047120001,2117096,BX-12,12,386,BX1202,40.87647,-73.851418,40.876848,-73.851015,,Preservation,Yes,Non Prevailing Wage,,,8.0,2.0,,,2.0,,8.0,,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930832,3470,WILSON AVENUE,Bronx,10469,2047120001,2117097,BX-12,12,386,BX1202,40.8765,-73.851443,40.876848,-73.851015,,Preservation,Yes,Non Prevailing Wage,,,10.0,,,,1.0,1.0,8.0,,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930837,3474,WILSON AVENUE,Bronx,10469,2047120001,2117098,BX-12,12,386,BX1202,40.876566,-73.851493,40.876848,-73.851015,,Preservation,Yes,Non Prevailing Wage,,1.0,11.0,3.0,,,1.0,1.0,12.0,1.0,,,,,15.0,,15.0,15,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930838,3478,WILSON AVENUE,Bronx,10469,2047120001,2117099,BX-12,12,386,BX1202,40.876629,-73.851544,40.876848,-73.851015,,Preservation,Yes,Non Prevailing Wage,,,14.0,5.0,,,,18.0,1.0,,,,,,19.0,,19.0,19,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930839,3482,WILSON AVENUE,Bronx,10469,2047120001,2117100,BX-12,12,386,BX1202,40.876695,-73.851594,40.876848,-73.851015,,Preservation,Yes,Non Prevailing Wage,,,7.0,3.0,,,,1.0,9.0,,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930840,3488,WILSON AVENUE,Bronx,10469,2047120001,2117101,BX-12,12,386,BX1202,40.877008,-73.85185,40.876848,-73.851015,,Preservation,Yes,Non Prevailing Wage,,2.0,9.0,1.0,1.0,,1.0,,12.0,,,,,,13.0,,13.0,13,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930922,3447,SEYMOUR AVENUE,Bronx,10469,2047130001,2117061,BX-12,12,386,BX1202,40.877167,-73.849583,40.877198,-73.850074,,Preservation,Yes,Non Prevailing Wage,,1.0,7.0,1.0,,,,1.0,4.0,4.0,,,,,9.0,,9.0,9,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930923,3451,SEYMOUR AVENUE,Bronx,10469,2047130001,2117062,BX-12,12,386,BX1202,40.877227,-73.849615,40.877198,-73.850074,,Preservation,Yes,Non Prevailing Wage,,,7.0,3.0,,,1.0,2.0,3.0,4.0,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930924,3459,SEYMOUR AVENUE,Bronx,10469,2047130001,2117063,BX-12,12,386,BX1202,40.877346,-73.84968,40.877198,-73.850074,,Preservation,Yes,Non Prevailing Wage,,1.0,12.0,1.0,,,1.0,9.0,4.0,,,,,,14.0,,14.0,14,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930925,3461,SEYMOUR AVENUE,Bronx,10469,2047130001,2117064,BX-12,12,386,BX1202,40.877376,-73.849698,40.877198,-73.850074,,Preservation,Yes,Non Prevailing Wage,,1.0,8.0,,,,1.0,1.0,7.0,,,,,,9.0,,9.0,9,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930926,3463,SEYMOUR AVENUE,Bronx,10469,2047130001,2117065,BX-12,12,386,BX1202,40.877406,-73.849712,40.877198,-73.850074,,Preservation,Yes,Non Prevailing Wage,,2.0,5.0,2.0,,,1.0,,8.0,,,,,,9.0,,9.0,9,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930927,3465,SEYMOUR AVENUE,Bronx,10469,2047130001,2117066,BX-12,12,386,BX1202,40.877436,-73.84973,40.877198,-73.850074,,Preservation,Yes,Non Prevailing Wage,,1.0,10.0,3.0,,,1.0,9.0,4.0,,,,,,14.0,,14.0,14,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930928,3471,SEYMOUR AVENUE,Bronx,10469,2047130001,2117067,BX-12,12,386,BX1202,40.877524,-73.849777,40.877198,-73.850074,,Preservation,Yes,Non Prevailing Wage,,1.0,5.0,2.0,,,,4.0,4.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930929,3477,SEYMOUR AVENUE,Bronx,10469,2047130001,2117068,BX-12,12,386,BX1202,40.877615,-73.849827,40.877198,-73.850074,,Preservation,Yes,Non Prevailing Wage,,1.0,8.0,1.0,,,,3.0,7.0,,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930931,3479,SEYMOUR AVENUE,Bronx,10469,2047130001,2117069,BX-12,12,386,BX1202,40.877642,-73.849842,40.877198,-73.850074,,Preservation,Yes,Non Prevailing Wage,,,13.0,5.0,,,,9.0,,9.0,,,,,18.0,,18.0,18,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930932,3485,SEYMOUR AVENUE,Bronx,10469,2047130001,2117070,BX-12,12,386,BX1202,40.877733,-73.849892,40.877198,-73.850074,,Preservation,Yes,Non Prevailing Wage,,2.0,7.0,,,,1.0,,8.0,,,,,,9.0,,9.0,9,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930938,3489,SEYMOUR AVENUE,Bronx,10469,2047130001,2117071,BX-12,12,386,BX1202,40.877793,-73.849925,40.877198,-73.850074,,Preservation,Yes,Non Prevailing Wage,,,12.0,2.0,,,1.0,10.0,3.0,,,,,,14.0,,14.0,14,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930939,3440,FISH AVENUE,Bronx,10469,2047130001,2117048,BX-12,12,386,BX1202,40.876756,-73.850325,40.877198,-73.850074,,Preservation,Yes,Non Prevailing Wage,,,8.0,2.0,,,2.0,,8.0,,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930940,3448,FISH AVENUE,Bronx,10469,2047130001,2117049,BX-12,12,386,BX1202,40.876872,-73.850386,40.877198,-73.850074,,Preservation,Yes,Non Prevailing Wage,1.0,2.0,6.0,1.0,,,,2.0,4.0,4.0,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930941,3454,FISH AVENUE,Bronx,10469,2047130001,2117050,BX-12,12,386,BX1202,40.87696,-73.850429,40.877198,-73.850074,,Preservation,Yes,Non Prevailing Wage,,,9.0,1.0,,,1.0,1.0,4.0,4.0,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930942,3466,FISH AVENUE,Bronx,10469,2047130001,2117052,BX-12,12,386,BX1202,40.877133,-73.850519,40.877198,-73.850074,,Preservation,Yes,Non Prevailing Wage,,,9.0,3.0,,,,8.0,4.0,,,,,,12.0,,12.0,12,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
75173,EASTCHESTER HEIGHTS HDFC.HPO.FY25,2024-12-19T00:00:00.000,930943,3472,FISH AVENUE,Bronx,10469,2047130001,2117053,BX-12,12,386,BX1202,40.877218,-73.850562,40.877198,-73.850074,,Preservation,Yes,Non Prevailing Wage,,,10.0,,,,,2.0,4.0,4.0,,,,,10.0,,10.0,10,Multifamily Finance Program,,Yes,Article XI,False,Not Subject to LL44
