projectdwid,projectid,projectname,programname,startdate,projectedcompletiondate,counted_rental_units,counted_homeownership_units,all_counted_units,total_units,commercial_square_footage,borrower_legal_entity_name,general_contractor_name,is_davis_bacon,is_section_220_nys_labor_law
56558,66653,CAMBER. 3-11 W118TH ST. VICTORY PLAZA,Multifamily Finance Program,2018-12-27T00:00:00.000,2021-03-04T00:00:00.000,136,0,136.0,136,0.0,VICTORY PLAZA OWNER LLC,FIFTH AVENUE BUILDERS LLC,Yes,No
56595,66669,645 BARRETTO STREET HDFC.GHPP.FY19,Multifamily Finance Program,2019-04-11T00:00:00.000,,7,41,48.0,48,0.0,645 BARRETTO STREET HOUSING DEVELOPMENT FUND CORPORATION,BUILDERS R US CONSTRUCTION CORPORATION,No,No
56596,66670,JOE CENTRAL BROOKLYN LLC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,524,0,524.0,524,17852.0,JOE CENTRAL BROOKLYN LLC,NOTIAS CONSTRUCTION INC,No,No
56792,66720,J2,Multifamily Finance Program,2019-12-24T00:00:00.000,,408,0,408.0,543,6658.0,J2 OWNER LLC,ARTIMUS CONSTRUCTION,No,No
56822,66740,60 NORFOLK,Multifamily Finance Program,2021-04-23T00:00:00.000,,115,0,115.0,117,0.0,GO NORFOLK LLC,NO GENERAL CONTRACTOR,No,No
56838,66751,TWIN PARKS TERRACE,Multifamily Finance Program,2020-12-29T00:00:00.000,,182,0,182.0,182,10489.0,TWIN PARKS TERRACE LLC,JOY CONSTRUCTION CORP.,No,No
56924,66769,1414 CENTRAL AVENUE,Multifamily Finance Program,2018-06-29T00:00:00.000,,142,0,142.0,142,2453.0,1414 CENTRAL OWNER REALTY LLC,"REAL BUILDERS, INC",No,No
56985,66789,JOE UPTOWN LLC - PHASE 1.YR15.FY22,Multifamily Finance Program,2022-06-30T00:00:00.000,,116,0,116.0,116,1890.0,JOE UPTOWN LLC,"Shamas Contracting Co., Inc.",No,No
57006,66805,TRIPLE HDFC.HPO.FY19,Multifamily Finance Program,2018-09-27T00:00:00.000,2019-10-11T00:00:00.000,69,0,69.0,69,4400.0,BFC PARTNERS DEVELOPMENT LLC,NO GENERAL CONTRACTOR,No,No
57036,66807,EAST BROOKLYN NCP,Small Homes Program,2020-09-25T00:00:00.000,,42,0,42.0,42,0.0,CANNON HEYMAN & WEISS,MARCAL GROUP,No,No
57057,66834,EAST VILLAGE II HDFC.HUDMF.FY18,Multifamily Finance Program,2018-06-29T00:00:00.000,2020-10-01T00:00:00.000,91,0,91.0,91,3670.0,EAST VILLAGE I HOUSING DEVELOPMENT FUND CORPORATION,CDC CONSTRUCTION & SUBSIDIARY,No,No
57103,66858,50 PENN,Multifamily Finance Program,2019-04-26T00:00:00.000,,218,0,218.0,218,22326.0,50 PENN LLC,MEGA CONTRACTING GROUP LLC,No,No
57144,66875,ARVERNE EAST PHASE 2 - EDGEMERE AVE INFRASTRUCTURE,Multifamily Finance Program,2023-07-18T00:00:00.000,2025-07-21T00:00:00.000,0,0,0.0,1,0.0,RISE ARVERNE EAST INC,PERFETTO,No,No
57143,66879,COMPASS 6,Multifamily Finance Program,2020-12-17T00:00:00.000,,261,0,261.0,261,0.0,COMPASS JV SIX LLC,NO GENERAL CONTRACTOR,No,No
57174,66903,INWOOD LIBRARY,Multifamily Finance Program,2021-04-29T00:00:00.000,,174,0,174.0,174,0.0,THE ELIZA APARTMENTS LLC,"MEGA CONTRACTING GROUP, LLC",No,No
57173,66904,LOGAN FOUNTAIN,Multifamily Finance Program,2022-06-16T00:00:00.000,,174,0,174.0,174,7677.0,LOGAN FOUNTAIN OWNER LLC,BROADWAY BUILDERS LLC,No,No
57185,66909,111 WILLOW AVENUE,Multifamily Finance Program,2021-06-30T00:00:00.000,,133,0,133.0,133,9754.0,WILLOW OWNER LLC,Summit JV LLC,No,No
57218,66928,HELP. 282 HINSDALE STREET. 515 BLAKE AVENUE BUILDING B,Multifamily Finance Program,2021-12-08T00:00:00.000,,71,0,71.0,71,0.0,HELP HINSDALE B LLC,"MONADNOCK CONSTRUCTION, INC.",No,No
57217,66929,9 ARGYLE ROAD HDFC.GHPP.FY19,Multifamily Finance Program,2018-12-18T00:00:00.000,,0,12,12.0,12,0.0,9 ARGYLE ROAD HDFC,HFH NYC GC LLC,No,No
57230,66933,BRISA. 13-38 CENTRAL AVE. GRACE'S PLACE,Multifamily Finance Program,2023-12-15T00:00:00.000,2025-12-16T00:00:00.000,82,0,82.0,82,3000.0,GRACE'S PLACE HOUSING DEVELOPMENT FUND CORPORATION,"MEGA CONTRACTING GROUP, LLC",Yes,No
57247,66940,340 SOUTH THIRD STREET HDFC.GHPP.FY21,Multifamily Finance Program,2020-12-28T00:00:00.000,,41,0,41.0,41,0.0,340 SOUTH THIRD STREET HOUSING DEVELOPMENT FUND CORPORATION,JIMMY G CONSTRUCTION CORP,No,No
57269,66956,FORTUNE. 107-111 EAST 123RD STREET,Multifamily Finance Program,2024-03-08T00:00:00.000,2026-07-08T00:00:00.000,82,0,82.0,82,0.0,"FORTUNE CASTLE III 123, LP",HOMEBUILDERS I L P,No,No
57312,66970,HUNTERS POINT SOUTH PARCELS F AND G,Multifamily Finance Program,2019-12-20T00:00:00.000,2022-09-20T00:00:00.000,849,0,849.0,1132,9120.0,GOTHAM POINT,GILBANE BUILDING CO,No,No
57305,66982,HIGHBRIDGE OWNER LLC.HUDMF.FY19,Multifamily Finance Program,2018-11-30T00:00:00.000,2020-03-04T00:00:00.000,0,0,,335,3250.0,HIGHBRIDGE OWNER LLC,APEX BUILDING GROUP,Yes,No
57367,67005,IMPACCT BK. 776-780 MYRTLE AVE,Multifamily Finance Program,2022-12-22T00:00:00.000,,60,0,60.0,60,3046.0,IMPACCT MYRTLE RESIDENCES L.P.,MEGA CONTRACTING GROUP LLC,No,No
20365,67079,LOCUST MANOR FAMILY,Multifamily Incentives Program,2013-07-31T00:00:00.000,2016-06-13T00:00:00.000,0,0,,54,0.0,Locust Manor Family Limited Partnership,"D & F Construction Group, Inc.",No,No
57657,67125,IMPACCT. 811-817 LEXINGTON AVENUE,Multifamily Finance Program,2021-05-11T00:00:00.000,,64,0,64.0,64,0.0,PRATT AREA COMMUNITY COUNCIL INC,PROCIDA CONSTRUCTION CORP.,Yes,No
57668,67129,TSINY. 161-01 89TH AVENUE. MONICA HOUSE,Multifamily Finance Program,2019-06-28T00:00:00.000,,70,0,70.0,70,0.0,TSINY 89TH AVENUE LP,"RACANELLI CONSTRUCTION COMPANY, INC.",No,No
57669,67130,COMMUNITY ACCESS. 1159 RIVER AVENUE,Multifamily Finance Program,2019-12-18T00:00:00.000,,245,0,245.0,245,35596.0,1159 RIVER COMMERCIAL BORROWER LLC,JOY CONSTRUCTION CORP.,No,No
57719,67154,2126 MAPES AVENUE,Small Homes Program,2019-06-26T00:00:00.000,2021-01-13T00:00:00.000,30,0,30.0,30,0.0,BRONX PRO REAL ESTATE MANAGEMENT,HOMEBUILDERS I L P,No,No
57792,67200,WEEKSVILLE,Small Homes Program,2022-08-19T00:00:00.000,,45,0,45.0,45,0.0,BEECH SET OWNER LLC,BEECHWOOD WEEKSVILLE CONTRACTING LLC,No,No
58027,67286,ROCKAWAY VILLAGE PHASE 1B (RITA STARK SITE),Multifamily Finance Program,2019-12-30T00:00:00.000,,316,0,316.0,316,13454.0,FRV PHASE 2 LIHTC LLC,LETTIRE CONSTRUCTION CORP.,No,No
58028,67287,WIN. 14-35 MOTT AVENUE. GREENPORT II - SOUTH,Multifamily Finance Program,2019-06-28T00:00:00.000,2022-05-09T00:00:00.000,63,0,63.0,63,0.0,"ROCKAWAY SOUTH, L.P.",MONADNOCK CONSTRUCTION,No,No
58137,67357,993-995 UNION AVENUE CLUSTER,Multifamily Finance Program,2020-12-22T00:00:00.000,,2,69,71.0,71,0.0,LONG UNION DEVELOPERS LLC,AVANTE CONTRACTING CORP.,No,No
58162,67367,BEACH 21ST STREET,Multifamily Finance Program,2019-12-20T00:00:00.000,,224,0,224.0,224,21231.0,BEACH 21ST ST LIMITED PARTNERSHIP,MEGA CONTRACTING GROUP LLC,No,No
58386,67438,ST. ANN'S APARTMENTS LLC.YR15.FY20,Multifamily Finance Program,2019-09-06T00:00:00.000,2021-12-17T00:00:00.000,90,0,90.0,90,2656.0,ST. ANN'S APARTMENTS LLC,TB MANAGEMENT LLC,No,No
58387,67442,505 WEST 134 STREET CLUSTER,Multifamily Finance Program,2022-03-22T00:00:00.000,,0,69,69.0,69,0.0,HIRSCHEN SINGER & EPSTEIN LLP,ELH CONSTRUCTION CO LLC,No,No
58384,67443,906 ROCKAWAY AVE.GHPP.FY22,Multifamily Finance Program,2022-06-10T00:00:00.000,,6,0,6.0,6,0.0,3ADALEY LLC,BUILDERS R US CONSTRUCTION CORPORATION,No,No
58404,67458,RB HARMAN HDFC.GHPP.FY19,Multifamily Finance Program,2019-06-24T00:00:00.000,,18,0,18.0,18,0.0,JOE RISEBORO HARMAN STREET LLC,Ambrosino Construction,No,No
58406,67459,5 TELLERS HDFC INC.GHPP.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,42,0,42.0,42,0.0,"5 TELLERS ASSOCIATES, LP",VOLMAR CONSTRUCTION,No,No
58429,67462,368 E 8TH ST HDFC.GHPP.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,,2,27,29.0,29,4682.0,TENANTS OF 368 E 8TH STREET,PLANET CONSTRUCTION DEVELOPMENT CORP.,No,No
58447,67478,AHC HOMES HDFC.YR15.FY21,Multifamily Finance Program,2021-06-29T00:00:00.000,,342,0,342.0,342,11056.0,AHC HDFC,NOTIAS CONSTRUCTION INC,No,No
58484,67494,PROJECT HOSPITALITY. 221 PORT RICHMOND AVE,Multifamily Finance Program,2019-11-04T00:00:00.000,2022-10-31T00:00:00.000,48,0,48.0,48,0.0,1546 CASTLETON OWNER LLC,BROADWAY BUILDERS LLC,No,No
58497,67504,HP W 48 HDFC.HUDMF.FY19,Multifamily Finance Program,2019-08-30T00:00:00.000,,54,0,54.0,54,0.0,414 WEST 48TH OWNER LLC,FSC D&C LLC,No,No
58561,67522,HSI. 213 EAST 203RD STREET,Multifamily Finance Program,2019-07-25T00:00:00.000,2022-04-20T00:00:00.000,108,0,108.0,108,0.0,BEDFORD 203 LP,PROCIDA CONSTRUCTION CORP.,No,No
58562,67523,SUS. 1769 JEROME AVE,Multifamily Finance Program,2019-06-27T00:00:00.000,,175,0,175.0,175,7003.0,JEROME 1769 OWNER LLC,LENDLEASE CONSTRUCTION LMB INC.,No,No
73530,67528,560 W. 165TH STREET HDFC.YR15.FY23,Multifamily Finance Program,2022-12-13T00:00:00.000,2024-12-13T00:00:00.000,146,0,146.0,146,4382.0,"560 W. 165TH ST ASSOCIATES, L.P",PROCIDA CONSTRUCTION,No,No
58813,67577,ESPLANADE GARDENS INCORPORATED.PLP.FY19,Multifamily Finance Program,2018-12-27T00:00:00.000,,0,1872,1872.0,1872,14250.0,ESPLANADE GARDENS INC,AM&G WATERPROOFING LLC,No,No
58831,67583,URBAN BLDRS COLLABORATIVE. SUMNER HOUSES,Multifamily Finance Program,2021-06-29T00:00:00.000,,190,0,190.0,190,0.0,SUMNER SENIOR PARTNERS LLC,LETTIRE CONSTRUCTION CORP,Yes,No
58865,67599,CONFIDENTIAL,Multifamily Finance Program,2020-12-17T00:00:00.000,,0,0,0.0,0,0.0,-,HOMEBUILDERS I L P,No,No
58920,67632,BK WESTCHESTER-HOME STREET LLC.PLP.FY20,Multifamily Finance Program,2019-11-14T00:00:00.000,2022-02-17T00:00:00.000,115,0,115.0,115,1900.0,BK WESTCHESTER HOME STREET LLC,A.A.D. CONSTRUCTION CORP,No,No
59173,67636,2BT HDFC.YR15.FY19,Multifamily Finance Program,2019-06-27T00:00:00.000,,198,0,198.0,198,0.0,"TWO BRIDGESET ASSOCIATES, L.P.",JS MAINTENANCE OF NY,No,No
59171,67647,GLENMORE MANOR,Multifamily Finance Program,2023-06-29T00:00:00.000,2025-12-30T00:00:00.000,233,0,233.0,233,9232.0,GLENMORE MANOR APARTMENTS LLC,LEMLE & WOLFF CONSTRUCTION CORP.,No,No
59234,67672,TBX1004 - FORDHAM BEDFORD - PARK GATES,Multifamily Finance Program,2020-11-13T00:00:00.000,,75,0,75.0,75,0.0,PARK GATES LLC,NOTIAS CONSTRUCTION INC,No,No
59341,67691,CATHOLIC CHARITIES. 23-11 31ST ROAD. CATHERINE SHERIDAN II,Multifamily Finance Program,2020-06-18T00:00:00.000,2022-02-15T00:00:00.000,103,0,103.0,103,0.0,SHERIDAN II LLC,"MONADNOCK CONSTRUCTION, INC.",Yes,No
59401,67720,RISEBORO. 37 HILLSIDE AVENUE,Multifamily Finance Program,2020-08-20T00:00:00.000,,164,0,164.0,164,0.0,37 HILLSIDE OWNERS LLC,MEGA CONTRACTING GROUP LLC,Yes,No
59446,67746,WILLIAM R ANDERSON HDFC.GHPP.FY21,Multifamily Finance Program,2020-12-30T00:00:00.000,,32,0,32.0,32,1247.0,WILLIAM R. ANDERSON HDFC,AP. TEK RESTORATION INC.,No,No
59445,67752,JENNINGS TERRACE GARDENS HDFC.GHPP.FY19,Multifamily Finance Program,2019-06-19T00:00:00.000,,0,41,41.0,41,0.0,JENNINGS TERRACE GARDENS HOUSING DEVELOPMENT FUND CORPORATION,"Shamas Contracting Co., Inc.",No,No
59479,67768,MORRIS HEIGHTS/UNIVERSITY HEIGHTS NCP,Small Homes Program,2023-08-24T00:00:00.000,2025-08-21T00:00:00.000,41,0,41.0,41,0.0,MORRIS HEIGHTS NCP LLC,JCAL CONSTRUCTION LLC,No,No
59517,67788,PCMH. 972 WASHINGTON AVE,Multifamily Finance Program,2019-11-06T00:00:00.000,2022-03-14T00:00:00.000,107,0,107.0,107,0.0,"PCMH WASHINGTON AVENUE, L.P.",PENTA RESTORATION CORP,No,No
59538,67806,FAC RENAISSANCE LP.YR15.FY21,Multifamily Finance Program,2020-11-02T00:00:00.000,2023-01-20T00:00:00.000,0,0,,64,810.0,FAC RENAISSANCE L.P.,"ERIN CONSTRUCTION & DEVELOPMENT CO., INC.",No,No
59685,67890,HARLEN HDFC.HUD MF.FY 20,Multifamily Finance Program,2019-10-11T00:00:00.000,2022-03-14T00:00:00.000,214,0,214.0,214,0.0,HARLEN HOUSING PRESERVATION LLC,FSC D&C LLC,No,No
59687,67895,CLINTON TOWERS HOUSING CO INC.PLP.FY22,Multifamily Finance Program,2021-12-30T00:00:00.000,,0,396,396.0,396,18869.0,"CLINTON TOWERS HOUSING CO., INC.","JC ELITE CONSTRUCTION SERVICES, LLC",No,No
59689,67898,XENOLITH. 1810 WATSON AVENUE.SOTOMAYOR,Multifamily Finance Program,2021-06-24T00:00:00.000,,205,0,205.0,205,0.0,CASA CELINA LLC,Mountco Construction,Yes,No
59686,67899,BLUE SEA. 223 LINDEN STREET. LINDEN GROVE,Multifamily Finance Program,2022-06-30T00:00:00.000,,153,0,153.0,153,0.0,BUSHWICK SENIOR HOUSING LLC,PROMETHEAN BUILDERS LLC,Yes,No
59751,67910,GOUVERNEUR GARDENS.PLP.FY21,Multifamily Finance Program,2021-06-30T00:00:00.000,,0,782,782.0,782,9860.0,GOUVERNEUR GARDEN HOUSING CORP,XINOS CONSTRUCTION CORP,No,No
59776,67929,WAKEFIELD YARDS,Multifamily Finance Program,2023-06-22T00:00:00.000,2027-02-28T00:00:00.000,251,0,251.0,251,24116.0,ENCLAVE 241 LP,"REAL BUILDERS, INC",No,No
59841,67960,1120 WHEELER AVE.GHPP.FY20,Multifamily Finance Program,2019-11-25T00:00:00.000,,4,0,4.0,4,0.0,AUDELLE BODIE,INVENTIVE BUILDERS & GENERAL,No,No
59924,67981,GRAND STREET GUILD,Multifamily Finance Program,2022-06-28T00:00:00.000,,232,0,232.0,232,0.0,ATTORNEY STREET ASSOCIATES LLC,"MONADNOCK CONSTRUCTION, INC.",No,No
59953,67991,TQN1003 ROCKAWAY III A,Multifamily Finance Program,2021-04-29T00:00:00.000,2022-11-07T00:00:00.000,42,0,42.0,42,0.0,ROCKAWAY III LLC,MDG Design & Construction,No,No
59962,67995,WILLETS POINT PHASE I BLDG 1 & 2,Multifamily Finance Program,2023-11-22T00:00:00.000,2026-06-01T00:00:00.000,881,0,881.0,881,24311.0,LEVITT & BOCCIO LLP,HUDSON YARDS CONSTRUCTION II LLC,No,No
59963,67998,CONFIDENTIAL,Multifamily Finance Program,2023-12-01T00:00:00.000,2026-01-02T00:00:00.000,0,0,0.0,0,0.0,-,LETTIRE CONSTRUCTION CORP,No,No
60070,68073,3815 PUTNAM AVENUE WEST.HPO.FY19,Multifamily Finance Program,2019-05-29T00:00:00.000,,90,0,90.0,90,3314.0,PUTNAM DEEGAN LP,S&Z CONSTRUCTION CORPORATION,No,No
60155,68080,980 WESTCHESTER AVE.,Multifamily Finance Program,2019-12-20T00:00:00.000,2022-08-15T00:00:00.000,151,0,151.0,151,0.0,980 WESTCHESTER OWNER LLC,BOLIVAR BUILDERS LLC,No,No
60285,68108,LINDEN TERRACE BUILDING 3,Multifamily Finance Program,2021-12-22T00:00:00.000,,156,0,156.0,156,0.0,LINDEN TERRACE III MOD LLC,"REAL BUILDERS, INC",No,No
60311,68119,TBK1005 - 685 NOSTRAND AVENUE,Multifamily Finance Program,2023-09-15T00:00:00.000,2025-02-11T00:00:00.000,24,0,24.0,24,2069.0,685 NOSTRAND LLC,MDG Design & Construction,No,No
60316,68125,CUCS. 711 EAST 211TH ST AND 718 EAST 212TH ST.,Multifamily Finance Program,2020-12-17T00:00:00.000,,170,0,170.0,170,0.0,211 RESIDENTIAL PARTNERS LLC,L&M GROUP BUILDERS LLC,No,No
60333,68132,DOUGLASTON. 2856 WEBSTER AVENUE,Multifamily Finance Program,2020-12-17T00:00:00.000,,188,0,188.0,188,12787.0,JELB WEBSTER SENIOR LLC,J E LEVINE BUILDER INC,Yes,No
60344,68134,HCCI 144 STREET HDFC.HUDMF.FY22,Multifamily Finance Program,2022-06-29T00:00:00.000,,60,0,60.0,60,0.0,HCCI 144 STREET HDFC,NO GENERAL CONTRACTOR,No,No
60446,68160,O+O. 1611 & 1701 PURDY STREET. PARKCHESTER GARDENS,Multifamily Finance Program,2020-12-17T00:00:00.000,,221,0,221.0,221,0.0,PPC PURDY LLC,ANDRON CONSTRUCTION CORP.,Yes,No
60605,68188,WEST 141ST STREET CLUSTER.PILLARS.FY20,Multifamily Finance Program,2019-12-30T00:00:00.000,2021-07-28T00:00:00.000,89,0,89.0,89,0.0,MONAD PILLARS I LLC,PYRAMID ETC COMPANIES LLC,No,No
60646,68192,1850 SECOND AVENUE SERVICES CORPORATION.HRP.FY21,Multifamily Finance Program,2020-11-24T00:00:00.000,,0,0,,49,2000.0,1850 Second Ave Services Corporation,JIMCO RENOVATION CORP,No,No
60659,68196,JOE INTERVALE.YR15.FY21,Multifamily Finance Program,2021-04-30T00:00:00.000,,112,0,112.0,112,2801.0,JOE INTERVALE GP LLC,"PROJECT EYE CONSULTANTS, INC.",No,No
60695,68210,COMUNILIFE. 3395-3401 THIRD AVENUE,Multifamily Finance Program,2019-12-18T00:00:00.000,2022-08-08T00:00:00.000,148,0,148.0,148,0.0,"COMUNILIFE THIRD AVENUE, L.P.",MEGA CONTRACTING GROUP LLC,No,No
60694,68211,HALLETTS POINT 7,Multifamily Incentives Program,2019-06-25T00:00:00.000,,162,0,162.0,163,0.0,Halletts Building 7 SPE LLC,CNY CONSTRUCTION HP7 LLC,No,No
60722,68223,CATHOLIC CHARITIES. 350 LIVONIA AVENUE,Multifamily Finance Program,2024-04-19T00:00:00.000,2027-07-21T00:00:00.000,142,0,142.0,142,0.0,LIVONIA C3 LLC,"MONADNOCK CONSTRUCTION, INC",Yes,No
60739,68231,MMN1902 - LEMLE WEST 117 STREET,Multifamily Finance Program,2020-09-30T00:00:00.000,,41,0,41.0,41,0.0,117 PRESERVATION OWNER LLC,LEMLE & WOLFF CONSTRUCTION CORP.,No,No
60858,68250,TBX1005 - BRONXPRO,Multifamily Finance Program,2023-12-20T00:00:00.000,2025-12-19T00:00:00.000,39,0,39.0,39,3964.0,TPT MORRIS LLC,HOMEBUILDERS I L P,No,No
60856,68258,TBX1003-SANDRA ERICKSON REAL ESTATE,Multifamily Finance Program,2023-06-29T00:00:00.000,2025-07-01T00:00:00.000,101,0,101.0,101,1569.0,GRANT TPT LLC,LEMLE & WOLFF CONSTRUCTION CORP.,No,No
60885,68264,RIALTO WEST,Multifamily Finance Program,2024-02-07T00:00:00.000,2026-08-14T00:00:00.000,158,0,158.0,158,0.0,CANNON HEYMAN & WEISS,J.E. LEVINE BUILDER INC. DBA LEVINE BUILDERS,No,No
61009,68296,EVERGREEN AND TIEBOUT LLC.PILLARS.FY21,Multifamily Finance Program,2020-10-13T00:00:00.000,2022-06-03T00:00:00.000,118,0,118.0,118,0.0,EVERGREEN TIEBOUT LLC,ELH CONSTRUCTION CO LLC,No,No
61155,68351,1414 WALTON LLC.PILLARS.FY21,Multifamily Finance Program,2020-10-06T00:00:00.000,2022-06-03T00:00:00.000,60,0,60.0,60,0.0,1414 WALTON LLC,ELH CONSTRUCTION CO LLC,No,No
61178,68387,LIND RIC HOUSING.HRP.FY20,Multifamily Finance Program,2020-03-10T00:00:00.000,2021-09-03T00:00:00.000,0,0,,172,0.0,LIND-RIC HOUSING CO INC,LAWRENCE EXTERIOR RESTORATION CORP.,No,No
61223,68405,CG TRIO LLC.PILLARS.FY21 (CARROLL GARDENS),Multifamily Finance Program,2020-10-14T00:00:00.000,,31,0,31.0,31,750.0,CG TRIO LLC,ELH Management,No,No
61228,68409,55-61 SUMMIT,Multifamily Incentives Program,2020-11-25T00:00:00.000,,0,5,5.0,9,0.0,"JEFFREY ZWICK & ASSOCIATES, PC",RJ CAPITAL CONSTRUCTION LTD,No,No
61256,68426,SEBCO. 1883 CROTONA AVE. CROTONA SENIOR HOUSING,Multifamily Finance Program,2022-12-14T00:00:00.000,,134,0,134.0,134,,"CROTONA PARTNERS, L.P.",J PILLA CONTRACTING,Yes,No
61376,68432,LINDEN PLAZA PRESERVATION LP.YR15.FY20,Multifamily Finance Program,2019-12-27T00:00:00.000,,1527,0,1527.0,1527,17878.0,LINDEN PLAZA PRESERVATION LP,NO GENERAL CONTRACTOR,No,No
61378,68433,GODDARD RIVERSIDE.HRP.FY20,Multifamily Finance Program,2019-11-14T00:00:00.000,,0,194,194.0,194,16363.0,GR HOUSING CORP,ROTAVELE ELEVATOR,No,No
61377,68434,2629 SEDGWICK AVE.GHPP.FY21,Multifamily Finance Program,2021-04-16T00:00:00.000,,0,0,,30,0.0,SEDGWICK AVENUE DIGNITY DEVELOPERS,"Shamas Contracting Co., Inc.",No,No
61558,68458,LANTERN. 437 EUCLID AVE,Multifamily Finance Program,2022-06-24T00:00:00.000,,135,0,135.0,135,3003.0,EUCLID GLENMORE LLC,MEGA CONTRACTING GROUP LLC,No,No
61560,68462,BEACH GREEN DUNES 3,Multifamily Finance Program,2022-12-19T00:00:00.000,,146,0,146.0,146,2092.0,BGD III ONWERS LLC,L&M GROUP BUILDERS LLC,No,No
61557,68465,CONFIDENTIAL,Multifamily Finance Program,2021-12-14T00:00:00.000,,0,0,0.0,0,0.0,-,CONGRESS BUILDERS LLC,No,No
61588,68467,MOSAIC,Multifamily Finance Program,2023-12-21T00:00:00.000,2026-06-30T00:00:00.000,0,42,42.0,42,0.0,HABITAT MOSAIC BROOKLYN LLC,HERITAGE V LLC,No,No
61668,68482,3118 WEBSTER AVE,Multifamily Finance Program,2024-01-30T00:00:00.000,2025-12-31T00:00:00.000,109,0,109.0,109,1632.0,UBC WEBSTER AVENUE OWNER LLC,LETTIRE CONSTRUCTION CORP,No,No
61684,68496,FAIRSTEAD. 117 W 79 ST,Multifamily Finance Program,2020-10-16T00:00:00.000,2023-01-13T00:00:00.000,78,0,78.0,78,0.0,PARK 79 PRESERVATION LP,FSC D&C LLC,Yes,No
61685,68497,HELP. 1210 SIMPSON STREET. HOME SIMPSON,Multifamily Finance Program,2020-10-22T00:00:00.000,,72,0,72.0,72,0.0,HOME SIMPSON LLC,APEX BUILDING COMPANY INC.,No,No
61816,68530,COOP CITY.HRP.FY20,Multifamily Finance Program,2020-03-30T00:00:00.000,,0,15372,15372.0,15372,1488023.0,RIVERBAY CORPORATION,"R. ACEVEDO GENERAL CONTRACTING, INC.",No,No
61835,68542,CHATTERTON.HRP.FY20,Multifamily Finance Program,2019-12-12T00:00:00.000,,0,133,133.0,133,0.0,"CHATTERTON TERRACE, INC.","QUALITY BUILDING CONSTRUCTION, LLC",No,No
61924,68567,ASTORIA TOWERS.HPO.FY21,Multifamily Finance Program,2021-04-28T00:00:00.000,,62,0,62.0,62,0.0,ASTORIA TOWERS HDFC,ASTORIA TOWERS CONSTRUCTION LLC,No,No
61959,68572,CONCERN FOR INDEPENDENT LIVING. 2337 PITKIN AVENUE,Multifamily Finance Program,2021-06-22T00:00:00.000,,58,0,58.0,58,0.0,CONCERN PITKIN LLC,PENTA,No,No
61969,68577,TBX1006-JGV/BRONXPRO,Multifamily Finance Program,2025-01-30T00:00:00.000,2027-11-01T00:00:00.000,52,0,52.0,52,2766.0,TPT LONG MARMION LLC,BPG HOME BUILDERS LLC,No,No
62189,68665,RIVERBEND COOP.HRP.FY21,Multifamily Finance Program,2021-06-23T00:00:00.000,,0,0,,626,32920.0,RIVERBEND HOUSING CO INC,AM&G WATERPROOFING LLC,No,No
62353,68726,SOUTHERN & WILLIS.YR15.FY23,Multifamily Finance Program,2022-11-16T00:00:00.000,,76,0,76.0,76,2990.0,651 SOUTHERN ASSOCIATES L.P.,LEMLE & WOLFF CONSTRUCTION CORP.,No,No
62356,68733,OAK HALL.HRP.FY21,Multifamily Finance Program,2020-12-14T00:00:00.000,,74,0,74.0,74,0.0,"BROOKLYN COMMUNITY HOUSING AND SERVICES, INC.",NO GENERAL CONTRACTOR,No,No
62375,68741,CAMBA. 261 EAST 202 ST & 270 EAST 203 ST,Multifamily Finance Program,2020-12-17T00:00:00.000,,323,0,323.0,323,0.0,CHV BEDFORD PARK L.P.,BOLIVAR BUILDERS LLC,No,No
62400,68751,RYERSON TOWERS INC.HRP.FY23,Multifamily Finance Program,2023-06-23T00:00:00.000,2025-07-23T00:00:00.000,0,327,327.0,327,1575.0,"RYERSON TOWERS, INC.",AM&G WATERPROOFING LLC,No,No
62511,68766,GEEL. 3095.3101 WEBSTER AVENUE,Multifamily Finance Program,2022-06-17T00:00:00.000,,116,0,116.0,116,0.0,GEEL WEBSTER AVENUE L.P.,J. Pilla Contracting,No,No
62578,68772,STEVENSON COMMONS B5 AND B6,Multifamily Finance Program,2023-12-20T00:00:00.000,2026-01-31T00:00:00.000,0,58,58.0,58,0.0,STEVENSON HOMEOWNERSHIP LLC,URBAN ATELIER GROUP LLC,No,No
62657,68779,1601 DEKALB,Multifamily Finance Program,2023-12-22T00:00:00.000,2025-12-31T00:00:00.000,127,0,127.0,127,0.0,1601 DEKALB OWNER LLC,FIFTH AVENUE BUILDERS LLC,No,No
62658,68781,WELLLIFE. 80-97 CYPRESS AVENUE,Multifamily Finance Program,2020-09-17T00:00:00.000,2022-05-20T00:00:00.000,66,0,66.0,66,0.0,"CYPRESS AVENUE APARTMENTS, LLC","L. RISO & SONS CO., INC.",No,No
62670,68782,PRATT TOWERS INC.PLP.FY21,Multifamily Finance Program,2020-12-10T00:00:00.000,,0,327,327.0,327,1610.0,PRATT TOWERS INCORPROATED,XINOS CONSTRUCTION CORP,No,No
62751,68803,TURIN HOUSE HDFC.PLP.FY22,Multifamily Finance Program,2022-03-11T00:00:00.000,,0,189,189.0,189,9095.0,TURIN HDFC,CENTRAL CONSTRUCTION MANAGEMENT LLC,No,No
