Project ID,Project Name,Project Start Date,Building ID,Number,Street,Borough,Postcode,BBL,BIN,Community Board,Council District,Census Tract,NTA - Neighborhood Tabulation Area,Latitude,Longitude,Latitude (Internal),Longitude (Internal),Building Completion Date,Reporting Construction Type,Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,1-BR Units,2-BR Units,3-BR Units,4-BR Units,5-BR Units,6-BR+ Units,Unknown-BR Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units,Program Group,Project Completion Date,Extended Affordability Status,Planned Tax Benefit,BIN_str,earliest_dob_date,earliest_dob_date_source,fully_permitted_date,BBL_str,count_nb_bisweb_01_matched,count_new_building_dobnow_i1_matched,earliest_co_date
67899,BLUE SEA. 223 LINDEN STREET. LINDEN GROVE,2022-06-30T00:00:00.000,1004426,223,LINDEN STREET,Brooklyn,11221,,,BK-04,37,433,BK0402,40.696176,-73.916696,,,2025-12-30T00:00:00.000,New Construction,No,Prevailing Wage,152.0,,,,,1.0,109.0,43.0,1.0,,,,,,153.0,,153.0,153,Multifamily Finance Program,2024-12-30T00:00:00.000,No,,nan,2003-12-26,pre__filing_date,2014-08-12,,0,0,
67929,WAKEFIELD YARDS,2023-06-22T00:00:00.000,1006330,4641,FURMAN AVENUE,Bronx,10470,2050870001,2000000,BX-12,11,434,BX1203,40.902254,-73.850188,40.902883,-73.850147,,New Construction,No,Non Prevailing Wage,63.0,63.0,124.0,,,1.0,32.0,106.0,95.0,18.0,,,,,251.0,,251.0,251,Multifamily Finance Program,,No,420c,2000000,2019-10-10,pre__filing_date,2023-08-07,2050870001,1,0,
67981,GRAND STREET GUILD,2022-06-28T00:00:00.000,1003757,165,BROOME STREET,Manhattan,10002,1003410060,1000000,MN-03,1,1402,MN0302,40.71672,-73.985646,40.716495,-73.98587,2024-09-13T00:00:00.000,New Construction,No,Non Prevailing Wage,70.0,46.0,115.0,,,1.0,26.0,103.0,77.0,26.0,,,,,232.0,,232.0,232,Multifamily Finance Program,2024-09-13T00:00:00.000,No,420c,1000000,2019-08-12,pre__filing_date,2022-06-16,1003410060,1,0,
67995,WILLETS POINT PHASE I BLDG 1 & 2,2023-11-22T00:00:00.000,1011127,126-43,39 AVENUE,Queens,11368,4018330130,4000000,QN-07,21,38301,QN0707,40.756613,-73.841394,40.756156,-73.842323,,New Construction,No,Non Prevailing Wage,114.0,60.0,104.0,255.0,,1.0,141.0,260.0,81.0,52.0,,,,,534.0,,534.0,534,Multifamily Finance Program,,No,Article XI,4000000,2022-11-03,filing_date,,4018330130,0,0,
67995,WILLETS POINT PHASE I BLDG 1 & 2,2023-11-22T00:00:00.000,1011128,126-55,39 AVENUE,Queens,11368,4018330135,4000000,QN-07,21,38301,QN0707,40.756726,-73.841343,40.756727,-73.84204,,New Construction,No,Non Prevailing Wage,79.0,39.0,65.0,164.0,,,95.0,169.0,58.0,25.0,,,,,347.0,,347.0,347,Multifamily Finance Program,,No,Article XI,4000000,2022-11-03,filing_date,,4018330135,0,0,
67998,CONFIDENTIAL,2023-12-01T00:00:00.000,,----,----,Manhattan,,,,MN-03,2,,,,,,,,New Construction,No,Non Prevailing Wage,74.0,,,,,1.0,50.0,10.0,5.0,10.0,,,,,75.0,,75.0,75,Multifamily Finance Program,,No,,nan,2003-12-26,pre__filing_date,2014-08-12,,0,0,
68080,980 WESTCHESTER AVE.,2019-12-20T00:00:00.000,992352,980,WESTCHESTER AVENUE,Bronx,10459,2027147501,2129168,BX-02,17,159,BX0202,40.823204,-73.894731,40.823064,-73.89436,2022-08-15T00:00:00.000,New Construction,No,Non Prevailing Wage,51.0,40.0,59.0,,,1.0,47.0,64.0,23.0,17.0,,,,,151.0,,151.0,151,Multifamily Finance Program,2022-08-15T00:00:00.000,No,420c,2129168,2018-05-09,pre__filing_date,2020-05-21,2027147501,1,0,2022-08-15 10:03:29
68108,LINDEN TERRACE BUILDING 3,2021-12-22T00:00:00.000,989113,583,EMERALD STREET,Brooklyn,11208,3044960001,3425086,BK-05,42,1220,BK0505,40.668573,-73.858751,40.668657,-73.858297,,New Construction,No,Non Prevailing Wage,39.0,40.0,76.0,,,1.0,39.0,67.0,36.0,14.0,,,,,156.0,,156.0,156,Multifamily Finance Program,,No,420c,3425086,2019-02-19,pre__filing_date,2022-05-04,3044960001,1,0,2023-10-04 14:08:42
68125,CUCS. 711 EAST 211TH ST AND 718 EAST 212TH ST.,2020-12-17T00:00:00.000,996758,718,EAST 212 STREET,Bronx,10467,2046570071,2129408,BX-12,12,380,BX1201,40.878308,-73.864804,40.878111,-73.86483,2023-02-02T00:00:00.000,New Construction,No,Non Prevailing Wage,45.0,15.0,27.0,,,,15.0,23.0,22.0,27.0,,,,,87.0,,87.0,87,Multifamily Finance Program,2023-02-02T00:00:00.000,No,420c,2129408,2018-11-08,pre__filing_date,2021-03-04,2046570071,1,0,2023-02-02 14:36:31
68125,CUCS. 711 EAST 211TH ST AND 718 EAST 212TH ST.,2020-12-17T00:00:00.000,996771,713,EAST 211 STREET,Bronx,10467,2046570042,2129406,BX-12,12,380,BX1201,40.877719,-73.865239,40.87787,-73.865047,2023-01-26T00:00:00.000,New Construction,No,Non Prevailing Wage,48.0,3.0,31.0,,,1.0,15.0,32.0,36.0,,,,,,83.0,,83.0,83,Multifamily Finance Program,2023-02-02T00:00:00.000,No,420c,2129406,2018-12-03,pre__filing_date,2021-03-04,2046570042,1,0,2023-01-26 15:54:16
68132,DOUGLASTON. 2856 WEBSTER AVENUE,2020-12-17T00:00:00.000,1009036,2850,WEBSTER AVENUE,Bronx,10458,2032737501,2130640,BX-07,15,397,BX0603,40.866692,-73.884597,40.866459,-73.884236,2023-05-18T00:00:00.000,New Construction,No,Prevailing Wage,187.0,,,,,1.0,151.0,36.0,1.0,,,,,,188.0,,188.0,188,Multifamily Finance Program,2023-05-18T00:00:00.000,No,420c,2130640,2019-06-20,pre__filing_date,2021-06-07,2032737501,1,0,2023-05-18 11:50:44
68160,O+O. 1611 & 1701 PURDY STREET. PARKCHESTER GARDENS,2020-12-17T00:00:00.000,996485,1701,PURDY STREET,Bronx,10462,2039430199,2033976,BX-09,18,21002,BX0904,40.839853,-73.853913,40.839601,-73.854254,2023-08-03T00:00:00.000,New Construction,No,Prevailing Wage,220.0,,,,,1.0,126.0,94.0,1.0,,,,,,221.0,,221.0,221,Multifamily Finance Program,2023-08-03T00:00:00.000,No,420c,2033976,2019-06-27,pre__filing_date,2021-04-13,2039430199,1,0,2023-08-03 14:23:49
68210,COMUNILIFE. 3395-3401 THIRD AVENUE,2019-12-18T00:00:00.000,989008,3401,3 AVENUE,Bronx,10456,2023710052,2001305,BX-03,16,18501,BX0301,40.828457,-73.906973,40.828386,-73.907475,2022-08-08T00:00:00.000,New Construction,No,Non Prevailing Wage,90.0,29.0,28.0,,,1.0,112.0,36.0,,,,,,,148.0,,148.0,148,Multifamily Finance Program,2022-08-08T00:00:00.000,No,420c,2001305,2019-04-29,pre__filing_date,2020-05-27,2023710052,1,0,2022-08-08 13:31:11
68222,BED STUY CENTRAL AND NORTH PHASE II,2023-12-12T00:00:00.000,927562,890,MYRTLE AVENUE,Brooklyn,11206,3017550040,3000000,BK-03,36,25901,BK0301,40.695634,-73.946906,40.695428,-73.946671,,New Construction,No,Non Prevailing Wage,,,,10.0,,,,9.0,1.0,,,,,,,10.0,10.0,10,Multifamily Finance Program,,No,Article XI,3000000,2008-02-14,pre__filing_date,2025-04-04,3017550040,2,0,
68222,BED STUY CENTRAL AND NORTH PHASE II,2023-12-12T00:00:00.000,1005398,772,MYRTLE AVENUE,Brooklyn,11206,3017540016,3000000,BK-03,36,253,BK0301,40.695062,-73.951901,40.694865,-73.951562,,New Construction,No,Non Prevailing Wage,,,,10.0,,,,9.0,1.0,,,,,,,10.0,10.0,10,Multifamily Finance Program,,No,Article XI,3000000,2021-10-21,pre__filing_date,2025-04-15,3017540016,1,0,
68222,BED STUY CENTRAL AND NORTH PHASE II,2023-12-12T00:00:00.000,1005399,121,VERNON AVENUE,Brooklyn,11206,3017550056,3000000,BK-03,36,25901,BK0301,40.694846,-73.94731,40.695071,-73.947288,,New Construction,No,Non Prevailing Wage,,,,18.0,,,,3.0,15.0,,,,,,,18.0,18.0,18,Multifamily Finance Program,,No,Article XI,3000000,2007-07-27,pre__filing_date,,3017550056,2,0,
68222,BED STUY CENTRAL AND NORTH PHASE II,2023-12-12T00:00:00.000,1005400,187,CHAUNCEY STREET,Brooklyn,11233,3016870076,3000000,BK-03,36,381,BK0302,40.680631,-73.927521,40.680848,-73.92756,,New Construction,No,Non Prevailing Wage,,,,7.0,,,,6.0,1.0,,,,,,,7.0,7.0,7,Multifamily Finance Program,,No,Article XI,3000000,2021-10-21,pre__filing_date,2025-04-08,3016870076,1,0,
68223,CATHOLIC CHARITIES. 350 LIVONIA AVENUE,2024-04-19T00:00:00.000,1010073,350,LIVONIA AVENUE,Brooklyn,11212,3038110023,3000000,BK-16,41,918,BK1602,40.663174,-73.90463,40.662985,-73.904583,,New Construction,No,Prevailing Wage,141.0,,,,,1.0,73.0,68.0,1.0,,,,,,142.0,,142.0,142,Multifamily Finance Program,,No,420c,3000000,,,,3038110023,1,0,
68224,COMMUNITY SOLUTIONS. 372 LIVONIA AVE. LIVONIA4 C2.,2024-12-19T00:00:00.000,1010074,372,LIVONIA AVENUE,Brooklyn,11212,3038120121,3084861,BK-16,41,918,BK1602,40.6633,-73.903782,40.663149,-73.903757,,New Construction,No,Non Prevailing Wage,81.0,,,,,1.0,56.0,26.0,,,,,,,82.0,,82.0,82,Multifamily Finance Program,,No,420c,3084861,2023-04-10,pre__filing_date,2025-02-06,3038120121,1,0,
68264,RIALTO WEST,2024-02-07T00:00:00.000,1009811,509,WEST 48 STREET,Manhattan,10036,1010770029,1000000,MN-04,3,12902,MN0402,40.763565,-73.992997,40.764056,-73.993188,,New Construction,No,Non Prevailing Wage,24.0,39.0,31.0,63.0,,1.0,36.0,42.0,65.0,15.0,,,,,158.0,,158.0,158,Multifamily Finance Program,,No,Article XI,1000000,2021-08-31,filing_date,,1010770029,0,0,
68426,SEBCO. 1883 CROTONA AVE. CROTONA SENIOR HOUSING,2022-12-14T00:00:00.000,989997,1876,BELMONT AVENUE,Bronx,10457,2029460001,2086691,BX-06,15,36901,BX0602,40.844581,-73.893053,40.844466,-73.892804,,New Construction,No,Prevailing Wage,133.0,,,,,1.0,70.0,63.0,1.0,,,,,,134.0,,134.0,134,Multifamily Finance Program,,No,420c,2086691,2019-09-25,pre__filing_date,2022-12-27,2029460001,1,0,
68458,LANTERN. 437 EUCLID AVE,2022-06-24T00:00:00.000,994674,437,EUCLID AVENUE,Brooklyn,11208,,,BK-05,42,1196,BK0505,40.676444,-73.87216,,,2022-06-24T00:00:00.000,New Construction,No,Non Prevailing Wage,88.0,33.0,13.0,,,1.0,81.0,14.0,32.0,8.0,,,,,135.0,,135.0,135,Multifamily Finance Program,2024-11-15T00:00:00.000,No,420c,nan,2003-12-26,pre__filing_date,2014-08-12,,0,0,
68462,BEACH GREEN DUNES 3,2022-12-19T00:00:00.000,1004802,35-01,BEACH CHANNEL DRIVE,Queens,11691,4158250007,4000000,QN-14,31,992,QN1401,40.596262,-73.767871,40.595884,-73.768193,2025-04-08T00:00:00.000,New Construction,No,Non Prevailing Wage,37.0,43.0,65.0,,,1.0,36.0,70.0,37.0,3.0,,,,,146.0,,146.0,146,Multifamily Finance Program,2025-04-08T00:00:00.000,No,420a,4000000,2020-03-11,pre__filing_date,2023-03-09,4158250007,1,0,
68467,MOSAIC,2023-12-21T00:00:00.000,927149,398,HOWARD AVENUE,Brooklyn,11233,3014510040,3000000,BK-16,41,303,BK1601,40.674094,-73.919499,40.674124,-73.919788,,New Construction,No,Non Prevailing Wage,,,1.0,2.0,,,,1.0,2.0,,,,,,,3.0,3.0,3,Multifamily Finance Program,,No,Article XI,3000000,2008-02-07,pre__filing_date,2024-08-28,3014510040,2,0,
68467,MOSAIC,2023-12-21T00:00:00.000,927549,772,HALSEY STREET,Brooklyn,11233,3016680048,3393652,BK-03,41,383,BK0302,40.684815,-73.923593,40.684633,-73.923215,,New Construction,No,Non Prevailing Wage,,,,4.0,,,,,3.0,1.0,,,,,,4.0,4.0,4,Multifamily Finance Program,,No,Article XI,3393652,2021-09-07,pre__filing_date,2024-09-10,3016680048,1,0,
68467,MOSAIC,2023-12-21T00:00:00.000,927553,1625,PROSPECT PLACE,Brooklyn,11233,3013630060,3000000,BK-08,41,359,BK0802,40.672836,-73.922893,40.673014,-73.922637,,New Construction,No,Non Prevailing Wage,,,,4.0,,,,4.0,,,,,,,,4.0,4.0,4,Multifamily Finance Program,,No,Article XI,3000000,2021-09-07,pre__filing_date,2024-09-04,3013630060,1,0,
68467,MOSAIC,2023-12-21T00:00:00.000,927566,261,MARION STREET,Brooklyn,11233,3015140059,3000000,BK-03,41,379,BK0302,40.680881,-73.91882,40.681103,-73.918903,,New Construction,No,Non Prevailing Wage,,,,3.0,,,,1.0,2.0,,,,,,,3.0,3.0,3,Multifamily Finance Program,,No,Article XI,3000000,2021-09-07,pre__filing_date,2024-08-30,3015140059,1,0,
68467,MOSAIC,2023-12-21T00:00:00.000,927567,175,SUMPTER STREET,Brooklyn,11233,3015190063,3000000,BK-03,41,379,BK0302,40.680167,-73.91854,40.680359,-73.918774,,New Construction,No,Non Prevailing Wage,,,,4.0,,,,4.0,,,,,,,,4.0,4.0,4,Multifamily Finance Program,,No,Article XI,3000000,2021-09-07,pre__filing_date,2024-08-28,3015190063,1,0,
68467,MOSAIC,2023-12-21T00:00:00.000,927569,1937,FULTON STREET,Brooklyn,11233,3015310065,3041618,BK-03,41,379,BK0302,40.678704,-73.918466,40.678943,-73.918552,,New Construction,No,Non Prevailing Wage,,,,3.0,,,,1.0,2.0,,,,,,,3.0,3.0,3,Multifamily Finance Program,,No,Article XI,3041618,2021-09-08,pre__filing_date,2024-08-13,3015310065,1,0,
68467,MOSAIC,2023-12-21T00:00:00.000,927954,638,HOWARD AVENUE,Brooklyn,11212,3035110064,3000000,BK-16,41,900,BK1602,40.666496,-73.919606,40.666461,-73.919988,,New Construction,No,Non Prevailing Wage,,,4.0,,,,,4.0,,,,,,,,4.0,4.0,4,Multifamily Finance Program,,No,Article XI,3000000,2008-02-07,pre__filing_date,2024-08-28,3035110064,2,0,
68467,MOSAIC,2023-12-21T00:00:00.000,1002279,17,LOUIS PLACE,Brooklyn,11233,3015610009,3000000,BK-03,41,301,BK1601,40.677301,-73.917332,40.677268,-73.917069,,New Construction,No,Non Prevailing Wage,,,1.0,1.0,,,,1.0,,1.0,,,,,,2.0,2.0,2,Multifamily Finance Program,,No,Article XI,3000000,2021-09-07,pre__filing_date,2024-08-07,3015610009,1,0,
68467,MOSAIC,2023-12-21T00:00:00.000,1002280,175,BUFFALO AVENUE,Brooklyn,11213,3013630007,3000000,BK-08,41,359,BK0802,40.673279,-73.92512,40.673356,-73.924821,,New Construction,No,Non Prevailing Wage,,,,3.0,,,,1.0,2.0,,,,,,,3.0,3.0,3,Multifamily Finance Program,,No,Article XI,3000000,2021-09-07,pre__filing_date,2024-08-28,3013630007,1,0,
68467,MOSAIC,2023-12-21T00:00:00.000,1002281,2150,ATLANTIC AVENUE,Brooklyn,11233,3014330019,3000000,BK-16,41,303,BK1601,40.676583,-73.915415,40.676292,-73.915498,,New Construction,No,Non Prevailing Wage,,,1.0,1.0,,,,1.0,,1.0,,,,,,2.0,2.0,2,Multifamily Finance Program,,No,Article XI,3000000,2021-09-08,pre__filing_date,2024-08-28,3014330019,1,0,
68467,MOSAIC,2023-12-21T00:00:00.000,1002283,1717,LINCOLN PLACE,Brooklyn,11233,3014740065,3000000,BK-16,41,361,BK1601,40.669087,-73.918946,40.66926,-73.918871,,New Construction,No,Non Prevailing Wage,,,1.0,2.0,,,,1.0,2.0,,,,,,,3.0,3.0,3,Multifamily Finance Program,,No,Article XI,3000000,2021-09-08,pre__filing_date,2024-08-26,3014740065,1,0,
68467,MOSAIC,2023-12-21T00:00:00.000,1002284,249,HART STREET,Brooklyn,11206,3017690056,3000000,BK-03,36,283,BK0302,40.694047,-73.941216,40.69427,-73.941223,,New Construction,No,Non Prevailing Wage,,,3.0,1.0,,,,,1.0,3.0,,,,,,4.0,4.0,4,Multifamily Finance Program,,No,Article XI,3000000,2021-09-08,pre__filing_date,2024-08-13,3017690056,1,0,
68467,MOSAIC,2023-12-21T00:00:00.000,1002285,1831,PARK PLACE,Brooklyn,11233,3014640079,3039356,BK-16,41,363,BK1601,40.671594,-73.916543,40.671813,-73.916614,,New Construction,No,Non Prevailing Wage,,,,3.0,,,,1.0,2.0,,,,,,,3.0,3.0,3,Multifamily Finance Program,,No,Article XI,3039356,2021-10-04,pre__filing_date,2024-09-23,3014640079,1,0,
68482,3118 WEBSTER AVE,2024-01-30T00:00:00.000,992149,3118,WEBSTER AVENUE,Bronx,10467,2033570007,2000000,BX-07,11,425,BX0703,40.8716,-73.876319,40.871229,-73.876052,,New Construction,No,Non Prevailing Wage,39.0,35.0,34.0,,,1.0,41.0,27.0,31.0,10.0,,,,,109.0,,109.0,109,Multifamily Finance Program,,No,420c,2000000,2022-09-20,filing_date,,2033570007,0,0,
68497,HELP. 1210 SIMPSON STREET. HOME SIMPSON,2020-10-22T00:00:00.000,993152,1210,SIMPSON STREET,Bronx,10459,2029757501,2130453,BX-03,17,125,BX0303,40.828963,-73.892887,40.828768,-73.89262,2023-08-30T00:00:00.000,New Construction,No,Non Prevailing Wage,44.0,,27.0,,,1.0,45.0,11.0,15.0,1.0,,,,,72.0,,72.0,72,Multifamily Finance Program,2023-08-30T00:00:00.000,No,420c,2130453,2019-10-21,pre__filing_date,2020-09-18,2029757501,1,0,2023-08-30 11:41:50
68572,CONCERN FOR INDEPENDENT LIVING. 2337 PITKIN AVENUE,2021-06-22T00:00:00.000,992115,410,WARWICK STREET,Brooklyn,11207,3039980030,3392571,BK-05,42,1150,BK0502,40.673722,-73.88594,40.673585,-73.886124,2023-08-17T00:00:00.000,New Construction,No,Non Prevailing Wage,43.0,5.0,9.0,,,1.0,37.0,15.0,6.0,,,,,,58.0,,58.0,58,Multifamily Finance Program,,No,420c,3392571,2019-08-22,pre__filing_date,2021-07-08,3039980030,1,0,2023-08-17 10:23:52
68741,CAMBA. 261 EAST 202 ST & 270 EAST 203 ST,2020-12-17T00:00:00.000,996280,270,EAST 203 STREET,Bronx,10458,2033080059,2113436,BX-07,11,413,BX0702,40.873342,-73.88405,40.873145,-73.884091,2024-07-02T00:00:00.000,New Construction,No,Non Prevailing Wage,113.0,32.0,14.0,,,1.0,38.0,65.0,41.0,16.0,,,,,160.0,,160.0,160,Multifamily Finance Program,2024-08-21T00:00:00.000,No,420c,2113436,2004-04-01,pre__filing_date,2004-10-25,2033080059,2,0,2024-07-02 13:25:21
68741,CAMBA. 261 EAST 202 ST & 270 EAST 203 ST,2020-12-17T00:00:00.000,996281,261,EAST 202 STREET,Bronx,10458,2033080092,2017263,BX-07,11,413,BX0702,40.872791,-73.884688,40.872881,-73.88421,2024-08-21T00:00:00.000,New Construction,No,Non Prevailing Wage,113.0,32.0,17.0,,,1.0,42.0,64.0,41.0,16.0,,,,,163.0,,163.0,163,Multifamily Finance Program,2024-08-21T00:00:00.000,No,420c,2017263,2019-07-25,pre__filing_date,2020-12-04,2033080092,1,0,2024-08-21 10:33:11
68766,GEEL. 3095.3101 WEBSTER AVENUE,2022-06-17T00:00:00.000,1004347,3095,WEBSTER AVENUE,Bronx,10467,2033310053,2129719,BX-07,11,425,BX0703,40.870821,-73.877377,40.871088,-73.877532,,New Construction,No,Non Prevailing Wage,70.0,24.0,21.0,,,1.0,89.0,18.0,9.0,,,,,,116.0,,116.0,116,Multifamily Finance Program,,No,420c,2129719,2020-05-06,pre__filing_date,2022-10-26,2033310053,1,0,2025-10-21 15:32:30
68772,STEVENSON COMMONS B5 AND B6,2023-12-20T00:00:00.000,1008601,1843,SEWARD AVENUE,Bronx,10473,2036000004,2000000,BX-09,18,16,BX0902,40.819417,-73.861325,40.821627,-73.859792,,New Construction,No,Non Prevailing Wage,,,16.0,,,,,,9.0,7.0,,,,,,16.0,16.0,16,Multifamily Finance Program,,No,Article XI,2000000,2020-02-28,pre__filing_date,,2036000004,3,0,
68772,STEVENSON COMMONS B5 AND B6,2023-12-20T00:00:00.000,1008602,1847,SEWARD AVENUE,Bronx,10473,2036000004,2000000,BX-09,18,16,BX0902,40.819433,-73.861181,40.821627,-73.859792,,New Construction,No,Non Prevailing Wage,,,42.0,,,,,11.0,22.0,9.0,,,,,,42.0,42.0,42,Multifamily Finance Program,,No,Article XI,2000000,2020-02-28,pre__filing_date,,2036000004,2,0,
68779,1601 DEKALB,2023-12-22T00:00:00.000,1008223,1601,DEKALB AVENUE,Brooklyn,11237,3032370023,3428633,BK-04,37,445,BK0401,40.703756,-73.919792,40.703916,-73.920163,,New Construction,No,Non Prevailing Wage,45.0,15.0,20.0,46.0,,1.0,33.0,52.0,24.0,18.0,,,,,127.0,,127.0,127,Multifamily Finance Program,,No,Article XI,3428633,2019-07-26,pre__filing_date,2024-01-10,3032370023,1,0,
68781,WELLLIFE. 80-97 CYPRESS AVENUE,2020-09-17T00:00:00.000,992093,80-97,CYPRESS AVENUE,Queens,11385,4037310065,4554538,QN-05,30,565,QN0503,40.692336,-73.893687,40.692658,-73.893978,2022-05-20T00:00:00.000,New Construction,No,Non Prevailing Wage,40.0,,26.0,,,,46.0,8.0,12.0,,,,,,66.0,,66.0,66,Multifamily Finance Program,2022-05-20T00:00:00.000,No,420c,4554538,2004-07-02,pre__filing_date,2004-09-13,4037310065,3,0,2022-05-20 15:27:58
68808,HP 319-321 WEST 38TH STREET HDFC.HPO.FY22,2022-03-11T00:00:00.000,32654,319,WEST 38 STREET,Manhattan,10018,1007620023,1083616,MN-04,3,115,MN0402,40.755051,-73.992417,40.755331,-73.992514,,New Construction,Yes,Non Prevailing Wage,,,,6.0,5.0,,8.0,2.0,1.0,,,,,,11.0,,11.0,11,Multifamily Finance Program,,Yes,Article XI,1083616,2014-12-11,pre__filing_date,,1007620023,1,0,
68854,GREENPOINT HOSPITAL BUILDING 2,2024-06-27T00:00:00.000,1013384,89,MASPETH AVENUE,Brooklyn,11211,,,BK-01,34,44901,BK0104,40.715966,-73.93944,,,,New Construction,No,Non Prevailing Wage,109.0,61.0,140.0,,,1.0,48.0,108.0,112.0,43.0,,,,,311.0,,311.0,311,Multifamily Finance Program,,No,420c,nan,2003-12-26,pre__filing_date,2014-08-12,,0,0,
68871,THOROBIRD-TCB. 2064 GRAND CONCOURSE. THE LOUELLA,2024-06-27T00:00:00.000,991623,2064,GRAND CONCOURSE,Bronx,10457,2031560007,2013630,BX-05,15,23502,BX0502,40.852961,-73.903157,40.852747,-73.902767,,New Construction,No,Prevailing Wage,32.0,52.0,,,,1.0,76.0,8.0,1.0,,,,,,85.0,,85.0,85,Multifamily Finance Program,,No,420c,2013630,2019-07-25,pre__filing_date,2025-01-17,2031560007,1,0,
68892,WEST END. 15 W 118TH ST,2021-08-25T00:00:00.000,805885,17,WEST 118 STREET,Manhattan,10026,1017170022,1083960,MN-10,9,190,MN1001,40.802468,-73.946658,40.802657,-73.946553,2023-08-14T00:00:00.000,New Construction,No,Non Prevailing Wage,50.0,,,,,1.0,50.0,1.0,,,,,,,51.0,,51.0,51,Multifamily Finance Program,2023-08-14T00:00:00.000,No,420c,1083960,,,,1017170022,0,0,2017-10-20 00:00:00
68962,ELMCOR. 104-10 & 12 NORTHERN BLVD,2022-01-13T00:00:00.000,1001734,104-10,NORTHERN BOULEVARD,Queens,11368,4017190004,4620871,QN-03,21,379,QN0303,40.757694,-73.864417,40.757425,-73.864187,2023-12-18T00:00:00.000,New Construction,No,Non Prevailing Wage,29.0,1.0,,,,,30.0,,,,,,,,30.0,,30.0,30,Multifamily Finance Program,2023-12-18T00:00:00.000,No,420a,4620871,2002-12-05,pre__filing_date,2022-01-10,4017190004,3,0,2023-12-18 14:13:40
69042,DUNN. 401 CHESTER STREET. MARCUS GARVEY SENIORS,2021-04-29T00:00:00.000,992290,401,CHESTER STREET,Brooklyn,11212,3035890021,3000000,BK-16,41,916,BK1602,40.66174,-73.909671,40.662067,-73.909472,2023-08-17T00:00:00.000,New Construction,No,Prevailing Wage,156.0,,,,,1.0,100.0,56.0,1.0,,,,,,157.0,,157.0,157,Multifamily Finance Program,2023-08-17T00:00:00.000,No,420c,3000000,2019-12-20,pre__filing_date,2021-04-26,3035890021,1,0,
69099,VOA. 1746 ANDREWS AVENUE SOUTH,2022-03-31T00:00:00.000,1002488,1746,ANDREWS AVENUE SOUTH,Bronx,10453,2028780183,2129342,BX-05,14,21501,BX0501,40.85037,-73.917222,40.85028,-73.916947,,New Construction,No,Prevailing Wage,117.0,,,,,1.0,93.0,24.0,1.0,,,,,,118.0,,118.0,118,Multifamily Finance Program,,No,420c,2129342,2020-02-26,pre__filing_date,2022-03-25,2028780183,1,0,2024-12-11 09:35:47
69183,HOUSING WORKS. 806 NINTH AVENUE. THE LIRIO,2024-03-27T00:00:00.000,1011819,364,WEST 54 STREET,Manhattan,10019,1010440015,1000000,MN-04,3,133,MN0402,40.76551,-73.986011,40.765576,-73.986903,,New Construction,No,Non Prevailing Wage,72.0,,27.0,12.0,,1.0,51.0,6.0,53.0,2.0,,,,,112.0,,112.0,112,Multifamily Finance Program,,No,420c,1000000,2022-10-27,filing_date,,1010440015,0,0,
69196,CAMBER. 1850 LAFAYETTE AVE. STEVENSON COMMONS SITE B4,2023-12-28T00:00:00.000,999414,1841,SEWARD AVENUE,Bronx,10473,2036000004,2000000,BX-09,18,16,BX0902,40.819406,-73.861394,40.821627,-73.859792,,New Construction,No,Prevailing Wage,116.0,,,,,1.0,116.0,,1.0,,,,,,117.0,,117.0,117,Multifamily Finance Program,,No,420c,2000000,2020-02-28,pre__filing_date,,2036000004,2,0,
69259,SUS. 1600 GRAND AVE. STARHILL PHASE I,2022-06-16T00:00:00.000,1004336,1600,GRAND AVENUE,Bronx,10453,2028650160,2000000,BX-05,14,217,BX0501,40.84647,-73.916753,40.846168,-73.916454,2025-04-25T00:00:00.000,New Construction,No,Non Prevailing Wage,213.0,28.0,84.0,,,1.0,161.0,74.0,91.0,,,,,,326.0,,326.0,326,Multifamily Finance Program,,No,420c,2000000,2020-02-18,pre__filing_date,2022-06-28,2028650160,1,0,
69402,FOO.20-50 NAMEOKE AVENUE,2021-10-28T00:00:00.000,1000134,20-50,NAMEOKE AVENUE,Queens,11691,4155290010,4624027,QN-14,31,103202,QN1401,40.607683,-73.75205,40.607952,-73.751933,2023-09-26T00:00:00.000,New Construction,No,Non Prevailing Wage,71.0,,45.0,,,1.0,76.0,30.0,11.0,,,,,,117.0,,117.0,117,Multifamily Finance Program,2024-07-31T00:00:00.000,No,420c,4624027,2020-02-13,pre__filing_date,2021-12-02,4155290010,1,0,2023-09-26 13:38:01
69505,COMUNILIFE. 171 THROOP AVE. WOODHULL II,2022-11-04T00:00:00.000,1006443,171,THROOP AVENUE,Brooklyn,11206,3017230003,3000000,BK-03,36,28501,BK0302,40.698685,-73.944029,40.698863,-73.943776,2024-09-26T00:00:00.000,New Construction,No,Non Prevailing Wage,77.0,,15.0,,,1.0,71.0,22.0,,,,,,,93.0,,93.0,93,Multifamily Finance Program,2024-09-26T00:00:00.000,No,,3000000,2020-05-06,pre__filing_date,2022-12-15,3017230003,1,0,
